locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_3079,ppiC-II,,3464371,3464652,282,-,peptidyl-prolyl cis-trans isomerase C (rotamase C),Carbohydrate transport and metabolism,ppiC-II-PP_3078-PP_3077-PP_3076-PP_3075,
PP_3080,aroF-II,,3464733,3465794,1062,-,tyr-sensitive phospho-2-dehydro-3-deoxyheptonate aldolase,Amino acid transport and metabolism,aroF-II,
PP_5559,PP_5559,,3466129,3466248,120,-,conserved protein of unknown function,No COG annotation,PP_5559-PP_mr39,
PP_3081,PP_3081,,3466349,3466825,477,-,conserved protein of unknown function,Function unknown,PP_3081,
PP_5560,PP_5560,,3466949,3467257,309,-,conserved exported protein of unknown function,No COG annotation,PP_5560,
PP_3082,PP_3082,,3467339,3468703,1365,-,putative Membrane protein,Amino acid transport and metabolism,PP_3082,
PP_3083,PP_3083,,3469064,3469939,876,+,putative Membrane protein,Function unknown,PP_3083,
PP_3084,PP_3084,,3470072,3472531,2460,-,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,PP_3084,
PP_3085,PP_3085,,3472639,3473604,966,-,putative Transmembrane sensor,Inorganic ion transport and metabolism,PP_3086-PP_3085,
PP_3086,PP_3086,,3473601,3474107,507,-,putative RNA polymerase sigma-70 factor,Transcription,PP_3086-PP_3085,
PP_3087,PP_3087,,3474196,3476712,2517,-,putative excinuclease ABC subunit A,"Replication, recombination and repair",PP_3087,
PP_3088,PP_3088,,3476880,3477965,1086,-,conserved protein of unknown function,Function unknown,PP_3088,
PP_3089,PP_3089,,3478061,3478603,543,-,conserved protein of unknown function,Function unknown,PP_3089,
PP_3090,PP_3090,,3478723,3481218,2496,-,OmpA domain protein,Cell motility,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_5561,PP_5561,,3481215,3482123,909,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3091,PP_3091,,3482120,3485923,3804,-,conserved membrane protein of unknown function,Cell motility,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3092,PP_3092,,3485954,3486670,717,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3093,PP_3093,,3486667,3488010,1344,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3094,PP_3094,,3488007,3488729,723,-,conserved exported protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3095,clpV,,3488754,3491390,2637,-,Protein ClpV1,"Post-translational modification, protein turnover,and chaperones",PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3096,PP_3096,,3491348,3492418,1071,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3097,PP_3097,,3492382,3494202,1821,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3098,PP_3098,,3494202,3494684,483,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3099,puuD,,3494711,3496213,1503,-,uricase/urate oxidase,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_3100,PP_3100,,3496228,3496803,576,-,conserved protein of unknown function,Function unknown,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_5562,PP_5562,,3496832,3497596,765,-,conserved protein of unknown function,No COG annotation,PP_5562-PP_3100-puuD-PP_3098-PP_3097-PP_3096-clpV-PP_3094-PP_3093-PP_3092-PP_3091-PP_5561-PP_3090,
PP_5563,PP_5563,,3498302,3498853,552,-,conserved membrane protein of unknown function,No COG annotation,PP_5563,
PP_5565,PP_5565,,3500053,3500325,273,-,conserved protein of unknown function,No COG annotation,PP_5565,
PP_5566,PP_5566,,3500542,3500781,240,-,protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",PP_5566,
PP_5567,PP_5567,,3501267,3501458,192,+,protein of unknown function,Function unknown,PP_5567,
PP_5568,PP_5568,,3501614,3502312,699,+,conserved membrane protein of unknown function,No COG annotation,PP_5569-PP_5568,
PP_5569,PP_5569,,3502346,3502549,204,+,protein of unknown function of phage origin,Function unknown,PP_5569-PP_5568,
PP_5571,PP_5571,,3502704,3503015,312,-,conserved protein of unknown function,No COG annotation,PP_5572-PP_5571,
PP_5572,PP_5572,,3503024,3503305,282,-,protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",PP_5572-PP_5571,
PP_5573,PP_5573,,3504009,3504185,177,-,protein of unknown function,No COG annotation,PP_5573,
PP_3102,PP_3102,,3504275,3504571,297,-,conserved protein of unknown function,No COG annotation,PP_3103-PP_3102,
PP_3103,PP_3103,,3504568,3505641,1074,-,conserved protein of unknown function,Signal transduction mechanisms,PP_3103-PP_3102,
PP_5574,PP_5574,,3506122,3506346,225,-,conserved protein of unknown function,No COG annotation,PP_5574,
PP_3104,PP_3104,,3506683,3507651,969,+,conserved protein of unknown function,No COG annotation,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_3105,PP_3105,,3507652,3508347,696,+,conserved membrane protein of unknown function,No COG annotation,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_3106,PP_3106,,3508373,3510229,1857,+,conserved protein of unknown function,Function unknown,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_5575,PP_5575,,3510240,3510824,585,+,conserved protein of unknown function,No COG annotation,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_3107,PP_3107,,3510805,3511326,522,+,conserved protein of unknown function,Function unknown,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_3108,PP_3108,,3511333,3515490,4158,+,Rhs-related protein,Cell wall/membrane/envelope biogenesis,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_5576,PP_5576,,3515484,3515960,477,+,conserved protein of unknown function,No COG annotation,PP_5576-PP_3108-PP_3107-PP_5575-PP_3106-PP_3105-PP_3104,
PP_5578,PP_5578,,3517095,3517625,531,+,conserved protein of unknown function,Function unknown,PP_5578,
PP_3109,PP_3109,,3517884,3518315,432,+,conserved protein of unknown function,No COG annotation,PP_3109,
PP_5579,PP_5579,,3518374,3518853,480,+,conserved protein of unknown function,No COG annotation,PP_5579,
PP_5580,PP_5580,,3519154,3519381,228,+,protein of unknown function,Function unknown,PP_5580,
PP_5582,PP_5582,,3520261,3520728,468,+,conserved protein of unknown function,Function unknown,PP_5582,
PP_5583,PP_5583,,3521488,3521847,360,+,conserved protein of unknown function,No COG annotation,PP_5584-PP_3110-PP_5583,
PP_3110,PP_3110,,3521807,3522019,213,+,protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_5584-PP_3110-PP_5583,
PP_5584,PP_5584,,3522028,3522213,186,+,protein of unknown function,No COG annotation,PP_5584-PP_3110-PP_5583,
PP_3113,PP_3113,,3522910,3523269,360,+,transposase,"Replication, recombination and repair",PP_3115-PP_3114-PP_3113,
PP_3114,PP_3114,,3523288,3524820,1533,+,transposase,"Replication, recombination and repair",PP_3115-PP_3114-PP_3113,
PP_3115,PP_3115,,3524835,3525149,315,+,transposase,No COG annotation,PP_3115-PP_3114-PP_3113,
PP_3116,lexA-II,,3525555,3526163,609,+,transcriptional repressor,Transcription,imuB-PP_3117-lexA-II,
PP_3117,PP_3117,,3526163,3526783,621,+,putative protein involved in error-prone processing of DNA lesions,Function unknown,imuB-PP_3117-lexA-II,
PP_3118,imuB,,3526790,3528208,1419,+,DNA linked enzyme involved in DNA repair,"Replication, recombination and repair",imuB-PP_3117-lexA-II,
PP_3119,dnaEB,,3528184,3531285,3102,+,error-prone DNA polymerase,"Replication, recombination and repair",dnaEB,
PP_3120,yeaE,,3531468,3532229,762,-,methylglyoxal reductase,Function unknown,yeaE,
PP_3121,PP_3121,,3532277,3533182,906,-,"transcriptional regulator, LysR family",Transcription,PP_3121,
PP_3122,atoA,,3533323,3534021,699,+,acetoacetyl CoA-transferase (subunit A),Lipid transport and metabolism,atoA,
PP_3123,atoB,,3534057,3534713,657,+,acetoacetyl CoA-transferase (subunit B),Lipid transport and metabolism,atoB,
PP_3124,PP_3124,,3534868,3536286,1419,+,putative short chain fatty acid transporter,Lipid transport and metabolism,PP_3124,
PP_3125,PP_3125,,3536363,3536905,543,+,putative transcriptional regulator (Cro/CI family),Transcription,PP_3125,
PP_5586,PP_5586,,3537156,3537332,177,+,exported protein of unknown function,No COG annotation,PP_5586,
PP_3126,PP_3126,,3537597,3538154,558,+,putative polysaccharide exported protein,Cell wall/membrane/envelope biogenesis,PP_3128-PP_3127-PP_5587-PP_3126,
PP_5587,PP_5587,,3538179,3539294,1116,+,conserved protein of unknown function,Inorganic ion transport and metabolism,PP_3128-PP_3127-PP_5587-PP_3126,
PP_3127,PP_3127,,3539314,3540852,1539,+,putative Exopolysaccharide transport protein,Cell wall/membrane/envelope biogenesis,PP_3128-PP_3127-PP_5587-PP_3126,
PP_3128,PP_3128,,3540888,3541694,807,+,putative Exopolysaccharide biosynthesis/transport protein,"Cell cycle control, cell division, chromosome partitioning",PP_3128-PP_3127-PP_5587-PP_3126,
PP_3129,galE,,3541757,3542722,966,-,UDP-glucose 4-epimerase,Cell wall/membrane/envelope biogenesis,galE,
PP_3130,PP_3130,,3542828,3545434,2607,-,conserved exported protein of unknown function,Carbohydrate transport and metabolism,PP_3131-PP_3130,
PP_3131,PP_3131,,3545434,3546960,1527,-,conserved membrane protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_3131-PP_3130,
PP_3132,PP_3132,,3547056,3548432,1377,+,putative Polysaccharide transporter,Function unknown,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_5588,PP_5588,,3548478,3548672,195,+,conserved protein of unknown function,No COG annotation,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3133,PP_3133,,3548669,3550135,1467,+,putative Oxidoreductase,Amino acid transport and metabolism,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3134,PP_3134,,3550152,3550847,696,+,conserved protein of unknown function,Function unknown,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3135,PP_3135,,3550849,3551805,957,+,putative Glycosyl transferase,Cell wall/membrane/envelope biogenesis,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3136,PP_3136,,3551814,3552338,525,+,putative O-acetyltransferase,Amino acid transport and metabolism,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3137,PP_3137,,3552344,3553321,978,+,"Glycosyl transferase, group 2 family protein",Cell wall/membrane/envelope biogenesis,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3138,PP_3138,,3553334,3554335,1002,+,VirK domain protein,Function unknown,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3139,PP_3139,,3554385,3555587,1203,+,"Glycosyl transferase, group 1 family protein",Cell wall/membrane/envelope biogenesis,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3140,PP_3140,,3555584,3556771,1188,+,"Glycosyl transferase, group 2 family protein",Cell wall/membrane/envelope biogenesis,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3141,PP_3141,,3556771,3557523,753,+,"Glycosyl transferase, WecB/TagA/CpsF family",Cell wall/membrane/envelope biogenesis,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3142,PP_3142,,3557702,3559123,1422,+,putative Sugar transferase,Cell wall/membrane/envelope biogenesis,PP_3132-PP_3132-PP_5588-PP_3133-PP_3134-PP_3135-PP_3136-PP_3137-PP_3138-PP_3139-PP_3140-PP_3141-PP_3142,
PP_3143,PP_3143,,3559158,3560099,942,-,"Transcriptional regulator, LysR family",Transcription,PP_3143,
PP_3144,tdcG-III,,3560246,3561622,1377,+,L-serine dehydratase,Amino acid transport and metabolism,tdcG-III,
PP_3145,PP_3145,,3561710,3562531,822,-,conserved protein of unknown function,Function unknown,potF-II-PP_3146-PP_3145,
PP_3146,PP_3146,,3562528,3563823,1296,-,putative Oxidoreductase,Amino acid transport and metabolism,potF-II-PP_3146-PP_3145,
PP_3147,potF-II,,3563837,3564925,1089,-,putrescine-binding periplasmic protein,Amino acid transport and metabolism,potF-II-PP_3146-PP_3145,
PP_3148,PP_3148,,3565006,3566364,1359,-,putative Glutamine synthetase,Amino acid transport and metabolism,PP_3148,
PP_3149,PP_3149,,3566398,3567447,1050,+,"Transcriptional regulator, AraC family",Transcription,PP_3150-PP_3149,
PP_3150,PP_3150,,3567444,3569441,1998,+,conserved protein of unknown function,"Replication, recombination and repair",PP_3150-PP_3149,
PP_3151,sad-II,,3569479,3570864,1386,-,NAD+-dependent succinate semialdehyde dehydrogenase,Energy production and conversion,sad-II,
PP_3152,yneJ,,3570972,3571838,867,+,"putative DNA-binding transcriptional regulator, LysR-type",Transcription,yneJ,
PP_3153,PP_3153,,3571965,3572408,444,+,conserved exported protein of unknown function,No COG annotation,PP_3153,
PP_3154,pagL-II,,3572662,3573183,522,+,lipid A 3-O-deacylase,Cell wall/membrane/envelope biogenesis,pagL-II,
PP_3155,PP_3155,,3573215,3575344,2130,-,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,PP_3155,
PP_3156,PP_3156,,3575599,3576489,891,-,Universal stress protein family,Signal transduction mechanisms,PP_3156,
PP_3157,PP_3157,,3576615,3577406,792,+,Inositol monophosphatase family protein,Carbohydrate transport and metabolism,PP_3157,
PP_3158,PP_3158,,3577586,3578323,738,+,conserved exported protein of unknown function,No COG annotation,PP_3158,
PP_5589,PP_5589,,3578647,3579231,585,+,protein of unknown function containing Rhs repeat-associated core domain,Cell wall/membrane/envelope biogenesis,PP_5589,
PP_3159,benR,,3579866,3580822,957,+,BenABC operon transcriptional activator,Transcription,benR,
PP_3160,PP_3160,,3580905,3581846,942,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_3160,
PP_3161,benA,,3581930,3583288,1359,+,"benzoate 1,2-dioxygenase subunit alpha",Inorganic ion transport and metabolism,benD-benC-benB-benA,
PP_3162,benB,,3583285,3583770,486,+,"benzoate 1,2-dioxygenase subunit beta","Secondary metabolites biosynthesis, transport, and catabolism",benD-benC-benB-benA,
PP_3163,benC,,3583843,3584853,1011,+,"benzoate 1,2-dioxygenase electron transfer component",Energy production and conversion,benD-benC-benB-benA,
PP_3164,benD,,3584988,3585749,762,+,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",Lipid transport and metabolism,benD-benC-benB-benA,
PP_3165,benK,,3585807,3587135,1329,+,benzoate MFS transporter,Amino acid transport and metabolism,catA-II-benK,
PP_3166,catA-II,,3587165,3588079,915,+,"catechol 1,2-dioxygenase","Secondary metabolites biosynthesis, transport, and catabolism",catA-II-benK,
PP_3167,benE-II,,3588154,3589425,1272,+,benzoate transport protein,"Secondary metabolites biosynthesis, transport, and catabolism",benE-II,
PP_3168,nicP-I,,3589480,3590730,1251,+,porin-like protein,Function unknown,nicP-I,
PP_3169,PP_3169,,3590805,3591884,1080,+,conserved membrane protein of unknown function,Function unknown,PP_3169,
PP_3170,PP_3170,,3591953,3592864,912,+,"Transcriptional regulator, LysR family",Transcription,PP_3170,
PP_3171,PP_3171,,3592965,3593945,981,+,conserved protein of unknown function,Energy production and conversion,PP_3171,
PP_3172,PP_3172,,3594021,3595442,1422,-,Group II intron-encoding maturase,"Replication, recombination and repair",PP_3172,
PP_3173,nemA,,3595908,3597005,1098,-,"N-ethylmaleimide reductase, FMN-linked",Energy production and conversion,nemA,
PP_3174,PP_3174,,3597101,3598111,1011,-,putative Oxidoreductase,Energy production and conversion,PP_3174,
PP_3175,PP_3175,,3598184,3599704,1521,-,"putative Dioxygenase, ferredoxin reductase component",Energy production and conversion,PP_3175,
PP_3176,PP_3176,,3599870,3601192,1323,-,Major facilitator family transporter,Carbohydrate transport and metabolism,PP_3176,
PP_3177,sdaR,,3601284,3602453,1170,+,conserved protein of unknown function,Transcription,PP_3177,
PP_3178,garK,,3602595,3603734,1140,+,glycerate kinase,Carbohydrate transport and metabolism,garK,
PP_3179,PP_3179,,3603754,3604653,900,-,"Transcriptional regulator, LysR family",Transcription,PP_3179,
PP_3180,PP_3180,,3604781,3605821,1041,+,Smp-30/Cgr1 family protein,Carbohydrate transport and metabolism,PP_3180,
PP_3181,PP_3181,,3605811,3606761,951,-,"Site-specific recombinase, phage integrase family","Replication, recombination and repair",PP_3181,
PP_3182,PP_3182,,3606852,3609116,2265,-,GGDEF domain protein,Signal transduction mechanisms,PP_3182,
PP_3183,PP_3183,,3609249,3610232,984,-,SCO1/SenC family protein/cytochrome c,Energy production and conversion,PP_3183,
PP_3184,mcoA,,3610288,3613683,3396,-,Mn(II) copper oxidase A,Carbohydrate transport and metabolism,mcoA,
PP_3185,pet,,3614128,3614775,648,+,Pet18 protein,Transcription,PP_3186-pet,
PP_3186,PP_3186,,3614778,3615437,660,+,putative Transcriptional activator,Transcription,PP_3186-pet,
PP_3187,codB,,3615666,3616931,1266,+,Cytosine transporter,Nucleotide transport and metabolism,codB,
PP_3188,PP_3188,,3616976,3618145,1170,+,conserved protein of unknown function,Transcription,codA-PP_3188,
PP_3189,codA,,3618150,3619391,1242,+,cytosine deaminase / isoguanine deaminase,Nucleotide transport and metabolism,codA-PP_3188,
PP_3190,PP_3190,,3619405,3620352,948,-,Ornithine cyclodeaminase/mu-crystallin family protein,Amino acid transport and metabolism,PP_3192-PP_3191-PP_3190,
PP_3191,PP_3191,,3620349,3621401,1053,-,putative threonine ammonia-lyase / dehydratase,Amino acid transport and metabolism,PP_3192-PP_3191-PP_3190,
PP_3192,PP_3192,,3621432,3622037,606,-,conserved protein of unknown function,Function unknown,PP_3192-PP_3191-PP_3190,
PP_3193,PP_3193,,3622263,3622721,459,-,conserved protein of unknown function,Function unknown,PP_3194-PP_3193,
PP_3194,PP_3194,,3622709,3624052,1344,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_3194-PP_3193,
PP_3195,PP_3195,,3624225,3625487,1263,-,conserved protein of unknown function,Function unknown,PP_3195,
PP_3196,PP_3196,,3625564,3626502,939,-,Nodulation protein d1,Transcription,PP_3196,
PP_3197,PP_3197,,3626779,3627720,942,+,Glyoxalase family protein,Amino acid transport and metabolism,PP_3198-PP_3197,
PP_3198,PP_3198,,3627733,3628071,339,+,"Ferredoxin, 2Fe-2S",Inorganic ion transport and metabolism,PP_3198-PP_3197,
PP_3199,PP_3199,,3628211,3629335,1125,+,putative Monooxygenase,Energy production and conversion,PP_3199,
PP_3200,PP_3200,,3629380,3631092,1713,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_5590-PP_3200,
PP_5590,PP_5590,,3631107,3632474,1368,+,conserved exported protein of unknown function,Function unknown,PP_5590-PP_3200,
PP_3201,PP_3201,,3632529,3633590,1062,+,BNR domain protein,Function unknown,PP_3203-PP_3202-PP_3201,
PP_3202,PP_3202,,3633603,3636083,2481,+,putative Transporter,Function unknown,PP_3203-PP_3202-PP_3201,
PP_3203,PP_3203,,3636073,3637263,1191,+,Major facilitator family transporter,Amino acid transport and metabolism,PP_3203-PP_3202-PP_3201,
PP_3204,PP_3204,,3637421,3638008,588,+,conserved protein of unknown function,Function unknown,PP_3207-PP_3206-PP_3205-PP_3204,
PP_3205,PP_3205,,3638005,3638997,993,+,Fumarylacetoacetate hydrolase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",PP_3207-PP_3206-PP_3205-PP_3204,
PP_3206,PP_3206,,3638988,3639974,987,+,conserved protein of unknown function,Carbohydrate transport and metabolism,PP_3207-PP_3206-PP_3205-PP_3204,
PP_3207,PP_3207,,3639971,3640753,783,+,putative Cyclase,Function unknown,PP_3207-PP_3206-PP_3205-PP_3204,
PP_3208,PP_3208,,3640833,3641777,945,-,"Oxidoreductase, Pdr/VanB family",Energy production and conversion,PP_3211-PP_3210-PP_3209-PP_3208,
PP_3209,PP_3209,,3641774,3643204,1431,-,Isoxanthopterin deaminase,Nucleotide transport and metabolism,PP_3211-PP_3210-PP_3209-PP_3208,
PP_3210,PP_3210,,3643243,3644046,804,-,"ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_3211-PP_3210-PP_3209-PP_3208,
PP_3211,PP_3211,,3644057,3644905,849,-,"ABC transporter, ATP-binding protein",Inorganic ion transport and metabolism,PP_3211-PP_3210-PP_3209-PP_3208,
PP_3212,PP_3212,,3644971,3645996,1026,-,Rieske 2Fe-2S family protein,Inorganic ion transport and metabolism,PP_3213-PP_3212,
PP_3213,PP_3213,,3646035,3647063,1029,-,"ABC transporter, periplasmic binding component-related protein",Inorganic ion transport and metabolism,PP_3213-PP_3212,
PP_3214,PP_3214,,3647717,3648523,807,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_3214,
PP_3216,PP_3216,,3650214,3650822,609,-,putative cysteine dioxygenase,Function unknown,PP_3216,
PP_3217,PP_3217,,3651119,3652057,939,+,putative Periplasmic aliphatic sulfonate-binding protein,Inorganic ion transport and metabolism,PP_3217,
PP_3218,PP_3218,,3652115,3653434,1320,+,"Monooxygenase, NtaA/SnaA/SoxA family",Energy production and conversion,PP_3218,
PP_3219,PP_3219,,3653532,3654632,1101,-,putative Alkansulfonate monooxygenase,Energy production and conversion,PP_3219,
PP_3220,PP_3220,,3654773,3656392,1620,-,"ABC transporter, ATP-binding protein",Inorganic ion transport and metabolism,PP_3223-PP_3222-PP_3221-PP_3220,
PP_3221,PP_3221,,3656389,3657297,909,-,"ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_3223-PP_3222-PP_3221-PP_3220,
PP_3222,PP_3222,,3657299,3658249,951,-,"ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_3223-PP_3222-PP_3221-PP_3220,
PP_3223,PP_3223,,3658246,3659865,1620,-,"ABC transporter, periplasmic binding protein",Amino acid transport and metabolism,PP_3223-PP_3222-PP_3221-PP_3220,
PP_3224,PP_3224,,3659940,3660734,795,-,Class II aldolase/adducin domain protein,Carbohydrate transport and metabolism,PP_3226-PP_3225-PP_3224,
PP_3225,PP_3225,,3660750,3661694,945,-,D-isomer specific 2-hydroxyacid dehydrogenase family protein,Amino acid transport and metabolism,PP_3226-PP_3225-PP_3224,
PP_3226,PP_3226,,3661691,3662833,1143,-,Acyl-CoA dehydrogenase-related protein,Lipid transport and metabolism,PP_3226-PP_3225-PP_3224,
PP_3227,PP_3227,,3663019,3663909,891,-,"Transcriptional regulator, LysR family",Transcription,PP_3227,
PP_3228,PP_3228,,3664111,3665076,966,+,putative Periplasmic aliphatic sulfonate-binding protein,Inorganic ion transport and metabolism,PP_3229-PP_3228,
PP_3229,PP_3229,,3665093,3666049,957,+,putative Periplasmic aliphatic sulfonate-binding protein,Inorganic ion transport and metabolism,PP_3229-PP_3228,
PP_3230,PP_3230,,3666365,3667057,693,+,Phosphoribosyl transferase domain protein,Function unknown,PP_3230,
PP_3231,PP_3231,,3667319,3668686,1368,-,conserved protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_3231,
PP_3232,PP_3232,,3668746,3669315,570,-,"Acetyltransferase, GNAT family",Transcription,PP_3232,
PP_3233,fnrB,,3669707,3670438,732,+,"transcriptional regulator with 4Fe-4S cluster, Crp/Fnr family",Transcription,fnrB,
PP_5591,PP_5591,,3670407,3671132,726,-,conserved protein of unknown function,Energy production and conversion,PP_5591,
PP_3234,PP_3234,,3671196,3671891,696,+,"Heat shock protein, HSP20 family","Post-translational modification, protein turnover,and chaperones",PP_3234,
PP_3235,PP_3235,,3671950,3672342,393,+,conserved protein of unknown function,Function unknown,PP_3235,
PP_3236,PP_3236,,3672541,3672792,252,+,putative Lipoprotein OprI,No COG annotation,PP_3236,
PP_3237,PP_3237,,3672953,3673843,891,+,Universal stress protein family,Signal transduction mechanisms,PP_3237,
PP_3238,PP_3238,,3673983,3674555,573,-,putative Transcriptional regulator PyrR,Nucleotide transport and metabolism,PP_3238,
PP_3239,tnpT-II,,3674787,3675773,987,+,putative cointegrate resolution protein T Tn4652,Function unknown,tnpT-II,
PP_3240,PP_3240,,3675829,3675993,165,+,conserved protein of unknown function,No COG annotation,PP_3240,
PP_5592,PP_5592,,3676085,3676336,252,-,conserved protein of unknown function,No COG annotation,PP_3241-PP_5592,
PP_3241,PP_3241,,3676345,3676845,501,-,conserved exported protein of unknown function,Function unknown,PP_3241-PP_5592,
PP_3242,PP_3242,,3676998,3678566,1569,+,GGDEF domain protein,Signal transduction mechanisms,PP_3242,
PP_3243,PP_3243,,3678609,3679118,510,-,"Acetyltransferase, GNAT family",Transcription,mgtC-PP_3243,
PP_3244,mgtC,,3679136,3679849,714,-,"Magnesium transporter, MgtC family",Function unknown,mgtC-PP_3243,
PP_3245,PP_3245,,3679956,3680234,279,-,conserved protein of unknown function,No COG annotation,PP_3245,
PP_3246,crtZ,,3680247,3680714,468,+,Beta-carotene hydroxylase,Lipid transport and metabolism,crtZ,
PP_3247,PP_3247,,3680758,3681651,894,-,"Transporter, bile acid/Na+ symporter family",Function unknown,PP_3247,
PP_3248,PP_3248,,3681836,3682699,864,+,Dyp-type peroxidase family protein,Inorganic ion transport and metabolism,PP_3248,
PP_3249,PP_3249,,3682789,3683700,912,+,putative oxidoreductase,Function unknown,PP_3250-PP_3249,
PP_3250,PP_3250,,3683705,3684988,1284,+,putative Transporter,Energy production and conversion,PP_3250-PP_3249,
