,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_3230,PP_3230,AE015451.2,,3666365.0,3667057.0,+,Phosphoribosyl transferase domain protein,Function unknown,,Op2095,
PP_3231,PP_3231,AE015451.2,,3667319.0,3668686.0,-,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op2096,
PP_3232,PP_3232,AE015451.2,,3668746.0,3669315.0,-,Acetyltransferase%2C GNAT family,Transcription,,Op2097,"TurA,GacA"
PP_3233,fnrB,AE015451.2,,3669707.0,3670438.0,+,transcriptional regulator with 4Fe-4S cluster%2C Crp/Fnr family,Transcription,,Op2098,
PP_5591,PP_5591,AE015451.2,,3670407.0,3671132.0,-,conserved protein of unknown function,Energy production and conversion,,Op2099,
PP_3234,PP_3234,AE015451.2,,3671196.0,3671891.0,+,Heat shock protein%2C HSP20 family,"Post-translational modification, protein turnover, and chaperones",,Op2100,
PP_3235,PP_3235,AE015451.2,,3671950.0,3672342.0,+,conserved protein of unknown function,Function unknown,,Op2101,
PP_3236,PP_3236,AE015451.2,,3672541.0,3672792.0,+,putative Lipoprotein OprI,No COG annotation,,Op2102,
PP_3237,PP_3237,AE015451.2,,3672953.0,3673843.0,+,Universal stress protein family,Signal transduction mechanisms,,Op2103,
PP_3238,PP_3238,AE015451.2,,3673983.0,3674555.0,-,putative Transcriptional regulator PyrR,Nucleotide transport and metabolism,,Op2104,CbrB
PP_3239,tnpT-II,AE015451.2,,3674787.0,3675773.0,+,putative cointegrate resolution protein T Tn4652,Function unknown,,Op2105,
PP_3240,PP_3240,AE015451.2,,3675829.0,3675993.0,+,conserved protein of unknown function,No COG annotation,,Op2106,
PP_5592,PP_5592,AE015451.2,,3676085.0,3676336.0,-,conserved protein of unknown function,No COG annotation,,Op2107,
PP_3241,PP_3241,AE015451.2,,3676345.0,3676845.0,-,conserved exported protein of unknown function,Function unknown,,Op2107,
PP_3242,PP_3242,AE015451.2,,3676998.0,3678566.0,+,GGDEF domain protein,Signal transduction mechanisms,,Op2108,
PP_3243,PP_3243,AE015451.2,,3678609.0,3679118.0,-,Acetyltransferase%2C GNAT family,Transcription,,Op2109,
PP_3244,mgtC,AE015451.2,,3679136.0,3679849.0,-,Magnesium transporter%2C MgtC family,Function unknown,,Op2109,
PP_3245,PP_3245,AE015451.2,,3679956.0,3680234.0,-,conserved protein of unknown function,No COG annotation,,Op2110,
PP_3246,crtZ,AE015451.2,,3680247.0,3680714.0,+,Beta-carotene hydroxylase,Lipid transport and metabolism,,Op2111,
PP_3247,PP_3247,AE015451.2,,3680758.0,3681651.0,-,Transporter%2C bile acid/Na+ symporter family,Function unknown,,Op2112,
PP_3248,PP_3248,AE015451.2,,3681836.0,3682699.0,+,Dyp-type peroxidase family protein,Inorganic ion transport and metabolism,,Op2113,TurA
PP_3249,PP_3249,AE015451.2,,3682789.0,3683700.0,+,putative oxidoreductase,Function unknown,,Op2114,
PP_3250,PP_3250,AE015451.2,,3683705.0,3684988.0,+,putative Transporter,Energy production and conversion,,Op2114,
PP_5593,PP_5593,AE015451.2,,3685127.0,3685318.0,+,conserved protein of unknown function,Function unknown,,Op2115,
PP_5594,PP_5594,AE015451.2,,3685377.0,3685574.0,+,conserved protein of unknown function,No COG annotation,,Op2116,
PP_3251,PP_3251,AE015451.2,,3685593.0,3686924.0,+,conserved protein of unknown function,Function unknown,,Op2116,
PP_3252,PP_3252,AE015451.2,,3686927.0,3687877.0,+,Modification methylase%2C HemK family,"Translation, ribosomal structure and biogenesis",,Op2116,
PP_3253,PP_3253,AE015451.2,,3687884.0,3688990.0,+,Carboxylate-amine ligase PP_3253,Coenzyme transport and metabolism,,Op2116,
PP_3254,PP_3254,AE015451.2,,3688981.0,3689634.0,+,putative Nucleosidase,Nucleotide transport and metabolism,,Op2116,
PP_3255,PP_3255,AE015451.2,,3689720.0,3690541.0,+,non-homologous end joining protein,"Replication, recombination and repair",,Op2117,
PP_3256,PP_3256,AE015451.2,,3690563.0,3691222.0,-,Glycosyl transferase%2C group 2 family protein,Cell wall/membrane/envelope biogenesis,,Op2118,
PP_3257,PP_3257,AE015451.2,,3691219.0,3691818.0,-,putative Methyltransferase,Coenzyme transport and metabolism,,Op2118,
PP_3258,PP_3258,AE015451.2,,3691830.0,3692585.0,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2118,
PP_3259,PP_3259,AE015451.2,,3692582.0,3693625.0,-,Acyl-CoA dehydrogenase-related protein,Lipid transport and metabolism,,Op2118,
PP_3260,ligD,AE015451.2,,3693666.0,3696167.0,-,DNA ligase D,"Replication, recombination and repair",,Op2118,
PP_3261,PP_3261,AE015451.2,,3696358.0,3696759.0,+,conserved protein of unknown function,No COG annotation,,Op2119,
PP_3262,PP_3262,AE015451.2,,3696756.0,3696980.0,+,putative Metallothionein,Function unknown,,Op2119,
PP_5595,PP_5595,AE015451.2,,3697072.0,3697488.0,-,conserved exported protein of unknown function,No COG annotation,,Op2120,
PP_3263,ybhN,AE015451.2,,3697517.0,3698470.0,-,phospholipid modification enzyme,Function unknown,,Op2120,
PP_3264,clsB,AE015451.2,,3698470.0,3699672.0,-,cardiolipin synthase 2,Lipid transport and metabolism,,Op2120,
PP_3265,ybhP-I,AE015451.2,,3699669.0,3700442.0,-,putative phosphohydrolase of unknown function,"Replication, recombination and repair",,Op2120,
PP_3266,PP_3266,AE015451.2,,3700439.0,3701491.0,-,conserved protein of unknown function,Function unknown,,Op2120,
PP_3267,PP_3267,AE015451.2,,3701571.0,3702167.0,+,putative Clp protease,"Post-translational modification, protein turnover, and chaperones",,Op2121,AlgR
PP_3268,PP_3268,AE015451.2,,3702169.0,3702567.0,-,MutT/nudix family protein,Nucleotide transport and metabolism,,Op2122,
PP_3269,PP_3269,AE015451.2,,3702755.0,3703012.0,+,conserved protein of unknown function,Function unknown,,Op2123,
PP_5596,PP_5596,AE015451.2,,3703177.0,3703446.0,+,conserved protein of unknown function,No COG annotation,,Op2124,
PP_5597,PP_5597,AE015451.2,,3703525.0,3703695.0,-,conserved protein of unknown function,No COG annotation,,Op2125,
PP_3270,paaZ,AE015451.2,,3703947.0,3706001.0,-,oxepin-CoA hydrolase/3-oxo-5%2C6-dehydrosuberyl-CoA semialdehyde dehydrogenase,Energy production and conversion,,Op2126,
PP_3271,phaK,AE015451.2,,3706039.0,3707292.0,-,phenylacetic acid-specific porin,Cell wall/membrane/envelope biogenesis,,Op2126,
PP_3272,actP-III,AE015451.2,,3707311.0,3708873.0,-,acetate permease,Inorganic ion transport and metabolism,,Op2126,
PP_3273,PP_3273,AE015451.2,,3708870.0,3709178.0,-,conserved protein of unknown function,Function unknown,,Op2126,
PP_3274,paaE,AE015451.2,,3709320.0,3710396.0,-,ring 1%2C2-phenylacetyl-CoA epoxidase%2C reductase subunit,Energy production and conversion,,Op2127,
PP_3275,paaD,AE015451.2,,3710412.0,3710945.0,-,putative subunit of phenylacetate degradation enzyme,Function unknown,,Op2127,
PP_3276,paaC,AE015451.2,,3710932.0,3711690.0,-,ring 1%2C2-phenylacetyl-CoA epoxidase beta subunit,Function unknown,,Op2127,
PP_3277,paaB,AE015451.2,,3711699.0,3711980.0,-,ring 1%2C2-phenylacetyl-CoA epoxidase regulatory subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2127,
PP_3278,paaA,AE015451.2,,3712006.0,3712995.0,-,ring 1%2C2-phenylacetyl-CoA epoxidase alpha subunit,Function unknown,,Op2127,
PP_3279,paaK,AE015451.2,,3713194.0,3714513.0,-,phenylacetate-CoA ligase,Coenzyme transport and metabolism,,Op2127,
PP_3280,paaJ,AE015451.2,,3714635.0,3715855.0,-,3-oxoadipyl-CoA/3-oxo-5%2C6-dehydrosuberyl-CoA thiolase,Lipid transport and metabolism,,Op2127,
PP_3281,paaI,AE015451.2,,3715848.0,3716288.0,-,hydroxyphenylacetyl-CoA thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2127,
PP_3282,paaH,AE015451.2,,3716281.0,3717798.0,-,3-hydroxyadipyl-CoA dehydrogenase,Energy production and conversion,,Op2127,
PP_3283,paaG,AE015451.2,,3717801.0,3718592.0,-,1%2C2-epoxyphenylacetyl-CoA isomerase,Lipid transport and metabolism,,Op2127,
PP_3284,paaF,AE015451.2,,3718627.0,3719400.0,-,enoyl-CoA hydratase-isomerase,Lipid transport and metabolism,,Op2127,
PP_3285,paaY,AE015451.2,,3719747.0,3720346.0,+,detoxifying thioesterase of the phenylacetate degradation pathway,Function unknown,,Op2128,
PP_3286,paaX,AE015451.2,,3720424.0,3721347.0,+,DNA-binding transcriptional repressor PaaX(phenylacetyl-CoA),Transcription,,Op2129,
PP_3287,fnrC,AE015451.2,,3721406.0,3722203.0,-,transcriptional regulator with 4Fe-4S cluster%3B Crp/Fnr family,Transcription,,Op2130,
PP_5598,PP_5598,AE015451.2,,3722206.0,3722454.0,-,conserved protein of unknown function,No COG annotation,,Op2130,
PP_3288,PP_3288,AE015451.2,,3722744.0,3723670.0,+,Universal stress protein family,Signal transduction mechanisms,,Op2131,
PP_3289,PP_3289,AE015451.2,,3723700.0,3724248.0,-,Acetyltransferase%2C GNAT family,Cell wall/membrane/envelope biogenesis,,Op2132,TurA
PP_3290,PP_3290,AE015451.2,,3724431.0,3725357.0,+,Universal stress protein family,Signal transduction mechanisms,,Op2133,
PP_3291,PP_3291,AE015451.2,,3725348.0,3726715.0,+,Metallo-beta-lactamase family protein,"Translation, ribosomal structure and biogenesis",,Op2133,TurA
PP_3292,PP_3292,AE015451.2,,3726788.0,3727432.0,+,conserved membrane protein of unknown function,No COG annotation,,Op2134,
PP_3293,PP_3293,AE015451.2,,3727492.0,3727917.0,-,conserved membrane protein of unknown function,Inorganic ion transport and metabolism,,Op2135,
PP_3294,PP_3294,AE015451.2,,3728130.0,3729020.0,+,Universal stress protein family,Signal transduction mechanisms,,Op2136,
PP_3295,PP_3295,AE015451.2,,3729031.0,3729510.0,+,YeeE/YedE family protein,Amino acid transport and metabolism,,Op2136,
PP_3296,PP_3296,AE015451.2,,3729512.0,3729946.0,+,putative transporter,Function unknown,,Op2136,
PP_3297,PP_3297,AE015451.2,,3730175.0,3730705.0,+,conserved protein of unknown function,No COG annotation,,Op2137,
PP_3298,PP_3298,AE015451.2,,3731103.0,3731606.0,+,CinA domain protein,Function unknown,,Op2138,
PP_3299,PP_3299,AE015451.2,,3731777.0,3733240.0,-,Outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,Op2139,
PP_3300,PP_3300,AE015451.2,,3733312.0,3733926.0,+,Transcriptional regulator%2C tetR family,Transcription,,Op2140,
PP_3301,PP_3301,AE015451.2,,3734004.0,3735107.0,+,RND efflux membrane fusion protein,Cell wall/membrane/envelope biogenesis,,Op2141,
PP_3302,PP_3302,AE015451.2,,3735104.0,3738196.0,+,RND efflux transporter,Defense mechanisms,,Op2141,
PP_3303,PP_3303,AE015451.2,,3738248.0,3739561.0,+,3-oxoacyl-[acyl-carrier-protein] synthase 2,Lipid transport and metabolism,,Op2142,
PP_3304,PP_3304,AE015451.2,,3739558.0,3740796.0,+,Multidrug resistance transporter%2C Bcr/CflA family,Amino acid transport and metabolism,,Op2142,
PP_3305,PP_3305,AE015451.2,,3740949.0,3741932.0,-,Membrane protein%2C TerC family,Inorganic ion transport and metabolism,,Op2143,
PP_3306,PP_3306,AE015451.2,,3742345.0,3742551.0,-,conserved protein of unknown function,No COG annotation,,Op2144,
PP_3307,PP_3307,AE015451.2,,3742701.0,3743081.0,+,conserved protein of unknown function,Function unknown,,Op2145,
PP_3308,paoA,AE015451.2,,3743193.0,3743720.0,+,promiscuous aromatic aldehyde dehydrogenase%2C 2Fe-2S subunit,Energy production and conversion,,Op2146,
PP_3309,paoB,AE015451.2,,3743717.0,3744718.0,+,promiscuous aromatic aldehyde dehydrogenase%2C FAD-binding subunit,Energy production and conversion,,Op2146,
PP_3310,paoC,AE015451.2,,3744715.0,3746931.0,+,promiscuous aromatic aldehyde dehydrogenase%2C molybdopterin-binding subunit,Energy production and conversion,,Op2146,
PP_3311,kefB-II,AE015451.2,,3747015.0,3748760.0,-,glutathione-regulated potassium/H+ antiporter,Inorganic ion transport and metabolism,,Op2147,
PP_3312,PP_3312,AE015451.2,,3748955.0,3749344.0,-,putative Heat shock protein,"Post-translational modification, protein turnover, and chaperones",,Op2148,
PP_3313,PP_3313,AE015451.2,,3749485.0,3749856.0,-,putative Heat shock protein,"Post-translational modification, protein turnover, and chaperones",,Op2149,
PP_3314,PP_3314,AE015451.2,,3749884.0,3750339.0,-,Heat shock protein%2C HSP20 family,"Post-translational modification, protein turnover, and chaperones",,Op2149,
PP_3315,PP_3315,AE015451.2,,3750529.0,3750999.0,-,conserved membrane protein of unknown function,Function unknown,,Op2150,
PP_3316,PP_3316,AE015451.2,,3751060.0,3753882.0,-,putative Chaperone-associated ATPase,"Post-translational modification, protein turnover, and chaperones",,Op2151,
PP_3317,PP_3317,AE015451.2,,3753936.0,3754061.0,-,conserved protein of unknown function,No COG annotation,,Op2152,
PP_3318,PP_3318,AE015451.2,,3754048.0,3754290.0,-,conserved protein of unknown function,No COG annotation,,Op2152,
PP_3319,PP_3319,AE015451.2,,3754560.0,3756761.0,+,Sensory box protein/GGDEF domain protein,Signal transduction mechanisms,,Op2153,TurB
PP_3320,PP_3320,AE015451.2,,3756947.0,3757114.0,-,conserved protein of unknown function,Amino acid transport and metabolism,,Op2154,Zur
PP_3321,PP_3321,AE015451.2,,3757179.0,3757691.0,+,conserved protein of unknown function,Function unknown,,Op2155,Zur
PP_3322,hemBB,AE015451.2,,3757688.0,3758689.0,+,porphobilinogen synthase (delta-aminolevulinic acid dehydratase),Coenzyme transport and metabolism,,Op2155,Zur
PP_3323,PP_3323,AE015451.2,,3758736.0,3759347.0,+,CobW/P47K family protein,Function unknown,,Op2156,"Zur,FleQ"
PP_3324,folEB,AE015451.2,,3759368.0,3760342.0,+,GTP cyclohydrolase I,Nucleotide transport and metabolism,,Op2156,"Zur,FleQ"
PP_3325,PP_3325,AE015451.2,,3760653.0,3762743.0,+,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,,Op2157,FleQ
PP_3326,PP_3326,AE015451.2,,3762758.0,3763480.0,+,conserved exported protein of unknown function,Inorganic ion transport and metabolism,,Op2157,FleQ
PP_3328,PP_3328,AE015451.2,,3765155.0,3765568.0,-,putative Ring-cleaving dioxygenase,Function unknown,,Op2158,"TurA,TurB"
PP_5599,PP_5599,AE015451.2,,3765670.0,3766542.0,+,putative transcriptional regulator%2C LysR family,Transcription,,Op2159,
PP_3329,PP_3329,AE015451.2,,3766568.0,3767857.0,+,conserved membrane protein of unknown function,Function unknown,,Op2159,
PP_5600,PP_5600,AE015451.2,,3767986.0,3768375.0,+,conserved protein of unknown function,No COG annotation,,Op2160,
PP_3330,PP_3330,AE015451.2,,3768414.0,3770600.0,+,putative Outer membrane ferric siderophore receptor,Cell wall/membrane/envelope biogenesis,,Op2160,
PP_3331,PP_3331,AE015451.2,,3770588.0,3772081.0,+,conserved membrane protein of unknown function,Function unknown,,Op2160,
PP_3332,PP_3332,AE015451.2,,3772388.0,3772678.0,+,putative cytochrome c-type protein,Energy production and conversion,,Op2161,RoxR
PP_3333,PP_3333,AE015451.2,,3772806.0,3773186.0,+,conserved protein of unknown function,Function unknown,,Op2162,
PP_5743,PP_5743,AE015451.2,,3773298.0,3774305.0,+,putative TonB-dependent receptor protein,Coenzyme transport and metabolism,,Op2163,
PP_3335,PP_3335,AE015451.2,,3774371.0,3774973.0,-,conserved protein of unknown function,No COG annotation,,Op2164,
PP_3336,PP_3336,AE015451.2,,3775024.0,3775476.0,-,conserved protein of unknown function,No COG annotation,,Op2165,
PP_3337,PP_3337,AE015451.2,,3775580.0,3775975.0,-,conserved membrane protein of unknown function,Function unknown,,Op2166,AlgR
PP_3338,PP_3338,AE015451.2,,3775956.0,3776318.0,+,putative cytochrome bd-type quinol oxidase,Energy production and conversion,,Op2167,
PP_3339,PP_3339,AE015451.2,,3776461.0,3776868.0,+,conserved exported protein of unknown function,Function unknown,,Op2168,
PP_3340,PP_3340,AE015451.2,,3776947.0,3778998.0,+,putative TonB-dependent receptor,Coenzyme transport and metabolism,,Op2169,
PP_3341,nikR,AE015451.2,,3779046.0,3779462.0,-,nickel-responsive regulator,Transcription,,Op2170,NikR
PP_3342,nikA,AE015451.2,,3779550.0,3781124.0,+,nickel ABC transporter periplasmic binding protein,Amino acid transport and metabolism,,Op2171,NikR
PP_3343,nikB,AE015451.2,,3781126.0,3782067.0,+,nickel ABC transporter permease subunit,Amino acid transport and metabolism,,Op2171,NikR
PP_3344,nikC,AE015451.2,,3782064.0,3782909.0,+,nickel ABC transporter permease subunit,Inorganic ion transport and metabolism,,Op2171,NikR
PP_3345,nikD,AE015451.2,,3782910.0,3783680.0,+,nickel ABC transporter ATP-binding subunit,Inorganic ion transport and metabolism,,Op2171,NikR
PP_3346,nikE,AE015451.2,,3783677.0,3784498.0,+,Nickel transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op2171,NikR
PP_3348,PP_3348,AE015451.2,,3784806.0,3785951.0,+,GGDEF domain protein,Signal transduction mechanisms,,Op2172,
PP_3349,mhpT,AE015451.2,,3785967.0,3787208.0,-,3-hydroxyphenylpropionate / 3-hydroxycinnamate:H+ symporter,Amino acid transport and metabolism,,Op2173,
PP_3350,PP_3350,AE015451.2,,3787243.0,3788634.0,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2173,
PP_3352,atsA,AE015451.2,,3788896.0,3790560.0,+,Arylsulfatase,Inorganic ion transport and metabolism,,Op2174,GacA
PP_3353,PP_3353,AE015451.2,,3790557.0,3791582.0,+,putative sulfatase-modifying factor (C-alpha-formyglycine- generating enzyme),Function unknown,,Op2174,
PP_3354,PP_3354,AE015451.2,,3791563.0,3793317.0,-,putative Acyl-CoA dehydrogenase%2C ferrulic acid biotransformation protein,Energy production and conversion,,Op2175,
PP_3355,PP_3355,AE015451.2,,3793332.0,3794522.0,-,Beta-ketothiolase,Lipid transport and metabolism,,Op2175,
PP_3356,fcs,AE015451.2,,3794570.0,3796453.0,-,feruloyl-CoA-synthetase,Lipid transport and metabolism,,Op2176,"PP_3359,Crc"
PP_3357,vdh,AE015451.2,,3796545.0,3797993.0,-,vanillin dehydrogenase,Energy production and conversion,,Op2176,"PP_3359,Crc"
PP_3358,PP_3358,AE015451.2,,3798069.0,3798899.0,-,hydroxycinnamoyl-CoA hydratase-lyase,Lipid transport and metabolism,,Op2176,"PP_3359,Crc"
PP_3359,PP_3359,AE015451.2,,3799097.0,3799567.0,+,putative Hydroxycinnamic acid degradation regulator,Transcription,,Op2177,
PP_3360,PP_3360,AE015451.2,,3799666.0,3800790.0,+,conserved membrane protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op2178,
PP_3361,PP_3361,AE015451.2,,3800869.0,3803916.0,-,putative aminotransferase,Coenzyme transport and metabolism,,Op2179,
PP_3362,PP_3362,AE015451.2,,3804060.0,3804500.0,+,Transcriptional regulator%2C AsnC family,Transcription,,Op2180,
PP_3363,PP_3363,AE015451.2,,3804541.0,3805158.0,-,putative thymidylate kinase,Nucleotide transport and metabolism,,Op2181,
PP_3364,PP_3364,AE015451.2,,3805385.0,3807928.0,+,Response regulator,Signal transduction mechanisms,,Op2182,
PP_3365,PP_3365,AE015451.2,,3808055.0,3809698.0,-,Acetolactate synthase,Amino acid transport and metabolism,,Op2183,
PP_3366,PP_3366,AE015451.2,,3809884.0,3810765.0,+,Transcriptional regulator%2C LysR family,Transcription,,Op2184,
PP_3367,PP_3367,AE015451.2,,3810750.0,3811409.0,-,conserved protein of unknown function,Function unknown,,Op2185,
PP_3368,PP_3368,AE015451.2,,3811677.0,3812861.0,+,Major facilitator family transporter,Amino acid transport and metabolism,,Op2186,
PP_3369,PP_3369,AE015451.2,,3812924.0,3813775.0,+,Transcriptional regulator%2C LysR family,Transcription,,Op2187,
PP_3370,yajO,AE015451.2,,3813872.0,3814867.0,+,2-carboxybenzaldehyde reductase,Energy production and conversion,,Op2188,
PP_3371,PP_3371,AE015451.2,,3814860.0,3816119.0,-,Sensor histidine kinase,Signal transduction mechanisms,,Op2189,
PP_3372,cpxR,AE015451.2,,3816119.0,3816820.0,-,CpxR-Pasp DNA-binding transcriptional two-component system regulator,Transcription,,Op2189,
PP_3373,bamA-II,AE015451.2,,3817018.0,3819381.0,+,outer membrane protein assembly factor,Cell wall/membrane/envelope biogenesis,,Op2190,
PP_3374,PP_3374,AE015451.2,,3819512.0,3819895.0,+,conserved protein of unknown function,No COG annotation,,Op2191,
PP_3375,endA,AE015451.2,,3819910.0,3820875.0,+,endonuclease I,Cell wall/membrane/envelope biogenesis,,Op2191,
PP_3376,ptxD,AE015451.2,,3820918.0,3821880.0,-,putative phosphonate dehydrogenase,Energy production and conversion,,Op2192,PtxS
PP_3377,kguT,AE015451.2,,3821891.0,3823183.0,-,2-ketogluconate transporter%2C putative,Carbohydrate transport and metabolism,,Op2192,PtxS
PP_3378,kguK,AE015451.2,,3823239.0,3824189.0,-,putative 2-ketogluconokinase,Carbohydrate transport and metabolism,,Op2193,PtxS
PP_3379,kguE,AE015451.2,,3824182.0,3824961.0,-,putative epimerase,Carbohydrate transport and metabolism,,Op2193,PtxS
PP_3380,ptxS,AE015451.2,,3825026.0,3826045.0,-,2-ketogluconate utilization repressor,Transcription,,Op2193,PtxS
PP_3381,PP_3381,AE015451.2,,3826648.0,3827976.0,-,transposase,"Replication, recombination and repair",,Op2194,RoxR
PP_3382,PP_3382,AE015451.2,,3828335.0,3829588.0,-,gluconate 2-dehydrogenase cytochrome c subunit,Energy production and conversion,,Op2195,PtxS
PP_3383,PP_3383,AE015451.2,,3829595.0,3831379.0,-,gluconate 2-dehydrogenase flavoprotein subunit,Amino acid transport and metabolism,,Op2195,PtxS
PP_3384,PP_3384,AE015451.2,,3831383.0,3832123.0,-,gluconate 2-dehydrogenase gamma subunit,Function unknown,,Op2195,PtxS
PP_3385,PP_3385,AE015451.2,,3832474.0,3833322.0,+,conserved protein of unknown function,Cell motility,,Op2196,
PP_3386,vgrG-II,AE015451.2,,3833336.0,3835513.0,+,type 6 secretion system protein,"Intracellular trafficking, secretion, and vesicular transport",,Op2196,
PP_3387,PP_3387,AE015451.2,,3835513.0,3836391.0,+,protein of unknown function,Function unknown,,Op2196,
PP_3388,PP_3388,AE015451.2,,3836406.0,3839078.0,+,conserved protein of unknown function,Function unknown,,Op2196,
PP_3389,PP_3389,AE015451.2,,3839078.0,3840235.0,+,conserved membrane protein of unknown function,No COG annotation,,Op2196,
PP_3390,PP_3390,AE015451.2,,3840238.0,3841518.0,-,putative Porin,Function unknown,,Op2197,
PP_3391,PP_3391,AE015451.2,,3841568.0,3842884.0,-,putative Tartrate MFS transporter,Carbohydrate transport and metabolism,,Op2198,
PP_3392,PP_3392,AE015451.2,,3842952.0,3843476.0,-,conserved protein of unknown function,Function unknown,,Op2199,
PP_3393,PP_3393,AE015451.2,,3843489.0,3844679.0,-,CAIB/BAIF family protein,Energy production and conversion,,Op2199,
PP_3394,PP_3394,AE015451.2,,3844704.0,3845633.0,-,putative 3-hydroxy-3-methylglutaryl-CoA lyase,Amino acid transport and metabolism,,Op2199,
PP_3395,PP_3395,AE015451.2,,3845731.0,3846696.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op2200,
PP_3396,PP_3396,AE015451.2,,3846911.0,3848239.0,+,conserved exported protein of unknown function,No COG annotation,,Op2201,
PP_3397,PP_3397,AE015451.2,,3848236.0,3850503.0,+,conserved exported protein of unknown function,Carbohydrate transport and metabolism,,Op2201,
PP_3398,PP_3398,AE015451.2,,3850519.0,3850992.0,+,putative Curli fiber surface-exposed nucleator CsgB,Function unknown,,Op2201,
PP_3399,PP_3399,AE015451.2,,3851009.0,3852454.0,+,minor curlin subunit CsgB%2C nucleation component of curlin monomers,No COG annotation,,Op2201,
PP_3400,alkB,AE015451.2,,3852613.0,3853260.0,+,alpha-ketoglutarate- and Fe(II)-dependent dioxygenase,"Replication, recombination and repair",,Op2202,
PP_3401,PP_3401,AE015451.2,,3853430.0,3853717.0,+,conserved protein of unknown function,No COG annotation,,Op2203,
PP_3402,PP_3402,AE015451.2,,3853799.0,3854194.0,-,conserved protein of unknown function,Function unknown,,Op2204,
PP_3403,PP_3403,AE015451.2,,3854315.0,3855202.0,-,putative Quercetin 2%2C3-dioxygenase,Function unknown,,Op2205,
PP_3404,PP_3404,AE015451.2,,3855299.0,3856171.0,-,conserved protein of unknown function,Function unknown,,Op2206,
PP_3405,PP_3405,AE015451.2,,3856193.0,3856822.0,-,conserved membrane protein of unknown function,Amino acid transport and metabolism,,Op2206,
PP_3406,PP_3406,AE015451.2,,3856947.0,3857426.0,+,Acetyltransferase%2C GNAT family,Transcription,,Op2207,TurA
PP_3407,PP_3407,AE015451.2,,3857423.0,3857653.0,+,conserved protein of unknown function,No COG annotation,,Op2207,
PP_3408,cbtA,AE015451.2,,3858060.0,3858746.0,+,cobalt transporter subunit A,Function unknown,,Op2208,
PP_3409,PP_3409,AE015451.2,,3858743.0,3859132.0,+,putative Cobalamin biosynthesis protein cobE,Coenzyme transport and metabolism,,Op2208,
PP_3410,cobM,AE015451.2,,3859167.0,3859919.0,+,Precorrin-4 C(11)-methyltransferase,Coenzyme transport and metabolism,,Op2208,
PP_3411,PP_3411,AE015451.2,,3859986.0,3860228.0,+,conserved protein of unknown function,Function unknown,,Op2209,
PP_3412,PP_3412,AE015451.2,,3860450.0,3861064.0,+,DNA-binding response regulator%2C LuxR family,Transcription,,Op2210,
PP_3413,PP_3413,AE015451.2,,3861078.0,3864359.0,+,Sensor histidine kinase/response regulator,Signal transduction mechanisms,,Op2210,
PP_3414,PP_3414,AE015451.2,,3864325.0,3865644.0,-,Methyl-accepting chemotaxis transducer/sensory box protein,Signal transduction mechanisms,,Op2211,
PP_3415,gnuR,AE015451.2,,3865858.0,3866877.0,-,Transcriptional regulator%2C LacI family,Transcription,,Op2212,GnuR
PP_3416,gnuK,AE015451.2,,3867084.0,3867623.0,+,D-gluconate kinase,Coenzyme transport and metabolism,,Op2213,GnuR
PP_3417,gntT,AE015451.2,,3867735.0,3869087.0,+,D-gluconate transporter,Amino acid transport and metabolism,,Op2214,GnuR
PP_3418,PP_3418,AE015451.2,,3869174.0,3869476.0,+,conserved protein of unknown function,No COG annotation,,Op2215,GnuR
PP_3419,PP_3419,AE015451.2,,3869491.0,3870918.0,-,Sigma-54 dependent transcriptional regulator/response regulator,Signal transduction mechanisms,,Op2216,
PP_3420,PP_3420,AE015451.2,,3870887.0,3872380.0,-,Sensor histidine kinase,Signal transduction mechanisms,,Op2216,CbrB
PP_3421,PP_3421,AE015451.2,,3872688.0,3874139.0,-,Sensor histidine kinase,Signal transduction mechanisms,,Op2217,
PP_3422,ltg,AE015451.2,,3874314.0,3874907.0,-,Lytic transglycosylase,Cell wall/membrane/envelope biogenesis,,Op2218,
PP_3423,xcpT,AE015451.2,,3875009.0,3875518.0,+,Type II secretion pathway protein XcpT,"Intracellular trafficking, secretion, and vesicular transport",,Op2219,
PP_3424,xcpS,AE015451.2,,3875509.0,3876720.0,+,Type II secretion pathway protein XcpS,"Intracellular trafficking, secretion, and vesicular transport",,Op2219,
PP_3425,PP_3425,AE015451.2,,3876912.0,3878153.0,+,Efflux transporter RND family%2C MFP subunit,Cell wall/membrane/envelope biogenesis,,Op2220,
PP_3426,mexF,AE015451.2,,3878166.0,3881345.0,+,Multidrug efflux RND transporter MexF,Defense mechanisms,,Op2220,
