locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_2739,PP_2739,AE015451.2,,3121966,3122421,-,putative Sensory box protein,Signal transduction mechanisms,,Op1782
PP_2740,PP_2740,AE015451.2,,3122566,3123453,+,Transcriptional regulator%2C MerR family,Transcription,,Op1783
PP_2741,PP_2741,AE015451.2,,3123615,3125252,-,conserved membrane protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1784
PP_2742,PP_2742,AE015451.2,,3125320,3125679,-,conserved protein of unknown function,Lipid transport and metabolism,,Op1785
PP_2743,PP_2743,AE015451.2,,3125676,3126269,-,Acetyltransferase%2C GNAT family,Transcription,,Op1785
PP_2744,PP_2744,AE015451.2,,3126465,3127424,-,Ribose-phosphate pyrophosphokinase family protein,Amino acid transport and metabolism,,Op1786
PP_2745,PP_2745,AE015451.2,,3127520,3128416,-,Universal stress protein family,Signal transduction mechanisms,,Op1787
PP_2746,dmoA-I,AE015451.2,,3128754,3130163,+,dimethyl-sulfide monooxygenase,Energy production and conversion,,Op1788
PP_2747,PP_2747,AE015451.2,,3130184,3131155,+,conserved protein of unknown function,Lipid transport and metabolism,,Op1788
PP_2748,PP_2748,AE015451.2,,3131122,3131922,+,putative Branched-chain amino acid ABC transporter%2C ATP-binding protein,Amino acid transport and metabolism,,Op1788
PP_2749,PP_2749,AE015451.2,,3131919,3132800,+,putative Branched-chain amino acid ABC transporter%2C permease protein,Amino acid transport and metabolism,,Op1788
PP_2750,PP_2750,AE015451.2,,3132805,3133869,+,putative Branched-chain amino acid ABC transporter%2C permease protein,Amino acid transport and metabolism,,Op1788
PP_2751,PP_2751,AE015451.2,,3133948,3135288,+,conserved exported protein of unknown function,Amino acid transport and metabolism,,Op1789
PP_2752,PP_2752,AE015451.2,,3135348,3136682,+,conserved exported protein of unknown function,Amino acid transport and metabolism,,Op1790
PP_2753,PP_2753,AE015451.2,,3136799,3137572,+,putative Branched-chain amino acid ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,,Op1791
PP_2754,PP_2754,AE015451.2,,3137862,3139211,+,putative OprD family outer membrane porin,Function unknown,,Op1792
PP_2755,sfnB,AE015451.2,,3139447,3140691,+,sulfur acquisition oxidoreductase%2C SfnB family,Lipid transport and metabolism,,Op1793
PP_2756,PP_2756,AE015451.2,,3140701,3141087,+,conserved protein of unknown function,No COG annotation,,Op1793
PP_2757,PP_2757,AE015451.2,,3141084,3142055,+,putative Sugar-binding protein,Carbohydrate transport and metabolism,,Op1793
PP_2758,PP_2758,AE015451.2,,3142052,3143080,+,putative Ribose ABC transporter%2C periplasmic ribose-binding protein,Carbohydrate transport and metabolism,,Op1793
PP_2759,rbsA-II,AE015451.2,,3143077,3144615,+,ribose ABC transporter - ATP-binding subunit,Inorganic ion transport and metabolism,,Op1793
PP_2760,PP_2760,AE015451.2,,3144593,3145576,+,putative ribose transport permease protein,Carbohydrate transport and metabolism,,Op1794
PP_2761,PP_2761,AE015451.2,,3145578,3146564,+,putative Ribose ABC transporter%2C permease protein,Carbohydrate transport and metabolism,,Op1794
PP_2762,sfnA,AE015451.2,,3146630,3147868,-,acyl-CoA dehydrogenase/oxidase family protein,Lipid transport and metabolism,,Op1795
PP_2764,msuE,AE015451.2,,3148063,3148767,+,FMN reductase (NADPH),Function unknown,,Op1796
PP_2765,PP_2765,AE015451.2,,3148794,3149885,+,putative Sulfonate monooxygenase MsuD,Energy production and conversion,,Op1796
PP_2766,PP_2766,AE015451.2,,3149897,3151027,+,Long-chain-fatty-acid--CoA ligase-related protein,Lipid transport and metabolism,,Op1796
PP_2767,PP_2767,AE015451.2,,3151037,3151870,+,putative Branched-chain amino acid ABC transporter%2C ATP-binding protein,Amino acid transport and metabolism,,Op1796
PP_2768,PP_2768,AE015451.2,,3151846,3152727,+,putative Branched-chain amino acid ABC transporter%2C permease protein,Amino acid transport and metabolism,,Op1797
PP_2769,PP_2769,AE015451.2,,3152740,3153729,+,putative Branched-chain amino acid ABC transporter%2C permease protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1797
PP_2770,PP_2770,AE015451.2,,3153797,3155122,+,conserved exported protein of unknown function,Amino acid transport and metabolism,,Op1798
PP_2771,PP_2771,AE015451.2,,3155159,3156262,-,Sigma-54 dependent transcriptional regulator,Transcription,,Op1799
PP_2772,PP_2772,AE015451.2,,3156271,3157458,-,putative Monooxygenase,Lipid transport and metabolism,,Op1799
PP_2773,PP_2773,AE015451.2,,3157514,3157672,-,conserved protein of unknown function,No COG annotation,,Op1800
PP_2774,opuA,AE015451.2,,3157982,3160078,+,glycine betaine ABC transporter%2C ATPase/permease fusion protein,Inorganic ion transport and metabolism,,Op1801
PP_2775,PP_2775,AE015451.2,,3160087,3161133,+,putative glycine betaine/L-proline ABC transporter%2C periplasmic component,Amino acid transport and metabolism,,Op1801
PP_2776,PP_2776,AE015451.2,,3161130,3162053,+,Homocysteine S-methyltransferase family protein,Coenzyme transport and metabolism,,Op1801
PP_2777,PP_2777,AE015451.2,,3162633,3163202,+,putative Acyl carrier protein,Lipid transport and metabolism,,Op1802
PP_2778,PP_2778,AE015451.2,,3163211,3164488,+,3-oxoacyl-(Acyl-carrier-protein) synthase II,Coenzyme transport and metabolism,,Op1802
PP_2779,PP_2779,AE015451.2,,3164490,3165572,+,putative Beta-ketoacyl synthase,No COG annotation,,Op1802
PP_2780,PP_2780,AE015451.2,,3165569,3166867,+,3-oxoacyl-(Acyl-carrier-protein) synthase II,Coenzyme transport and metabolism,,Op1802
PP_2781,PP_2781,AE015451.2,,3166864,3168075,+,putative beta-ketoacyl synthase,Lipid transport and metabolism,,Op1802
PP_2782,PP_2782,AE015451.2,,3168106,3170985,+,Pyridoxalphosphate dependent aminotransferase%2C class III,Coenzyme transport and metabolism,,Op1802
PP_2783,PP_2783,AE015451.2,,3170995,3171732,+,3-oxoacyl-(Acyl-carrier-protein) reductase,Lipid transport and metabolism,,Op1802
PP_2784,PP_2784,AE015451.2,,3171729,3172493,+,Oxidoreductase%2C short-chain dehydrogenase/reductase family,Lipid transport and metabolism,,Op1802
PP_2785,PP_2785,AE015451.2,,3172496,3173779,+,conserved exported protein of unknown function,Signal transduction mechanisms,,Op1802
PP_2786,PP_2786,AE015451.2,,3173830,3174666,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1803
PP_2787,PP_2787,AE015451.2,,3174700,3177309,+,putative Transporter,Signal transduction mechanisms,,Op1803
PP_2788,PP_2788,AE015451.2,,3177379,3177762,-,MerR family transcriptional regulator,Transcription,,Op1804
PP_2789,PP_2789,AE015451.2,,3177926,3178531,-,putative Oxidoreductase,Function unknown,,Op1805
PP_2790,PP_2790,AE015451.2,,3178721,3180673,-,Sigma-54 dependent sensory box protein,Transcription,,Op1806
PP_2791,PP_2791,AE015451.2,,3180804,3181934,+,Aminoglycoside phosphotransferase,Function unknown,,Op1807
PP_2792,PP_2792,AE015451.2,,3181931,3182287,+,conserved protein of unknown function,No COG annotation,,Op1807
PP_2793,PP_2793,AE015451.2,,3182341,3183513,+,Acyl-CoA dehydrogenase family protein,Energy production and conversion,,Op1808
PP_2794,PP_2794,AE015451.2,,3183513,3184280,+,Oxidoreductase%2C short chain dehydrogenase/reductase family,Lipid transport and metabolism,,Op1808
PP_2795,PP_2795,AE015451.2,,3184364,3186010,+,AMP-binding domain protein,Lipid transport and metabolism,,Op1809
PP_2796,PP_2796,AE015451.2,,3186065,3186388,+,conserved protein of unknown function,Function unknown,,Op1810
PP_2797,actP-II,AE015451.2,,3186385,3188043,+,acetate permease,Inorganic ion transport and metabolism,,Op1810
PP_2798,PP_2798,AE015451.2,,3188305,3189213,-,putative Oxidoreductase,Lipid transport and metabolism,,Op1811
PP_2799,PP_2799,AE015451.2,,3189270,3190649,-,Aminotransferase%2C class III,Coenzyme transport and metabolism,,Op1812
PP_2800,PP_2800,AE015451.2,,3190745,3191998,-,putative Diaminobutyrate-2-oxoglutarate transaminase,Amino acid transport and metabolism,,Op1813
PP_2801,prr,AE015451.2,,3192036,3193460,-,gamma-aminobutyraldehyde dehydrogenase,Energy production and conversion,,Op1813
PP_2802,PP_2802,AE015451.2,,3193538,3194869,-,Amino acid permease family protein,Amino acid transport and metabolism,,Op1814
PP_2803,dhaT,AE015451.2,,3194882,3196066,-,1%2C3-propanediol dehydrogenase,Energy production and conversion,,Op1814
PP_2804,PP_2804,AE015451.2,,3196258,3197133,-,Hydrolase%2C alpha/beta fold family,Lipid transport and metabolism,,Op1815
PP_2805,ethA,AE015451.2,,3197130,3198656,-,FAD-containing monooxygenase EthA,Energy production and conversion,,Op1815
PP_2806,PP_2806,AE015451.2,,3198933,3199514,-,Transcriptional regulator%2C TetR family,Transcription,,Op1816
PP_2807,PP_2807,AE015451.2,,3199765,3200652,+,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1817
PP_2808,PP_2808,AE015451.2,,3200673,3202040,+,putative Oxidoreductase,Amino acid transport and metabolism,,Op1817
PP_2809,PP_2809,AE015451.2,,3202052,3202777,+,conserved membrane protein of unknown function,No COG annotation,,Op1817
PP_2810,PP_2810,AE015451.2,,3203250,3204671,+,conserved exported protein of unknown function,Function unknown,,Op1818
PP_2811,PP_2811,AE015451.2,,3204697,3206343,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1818
PP_2812,PP_2812,AE015451.2,,3206352,3208766,+,putative Transporter,Function unknown,,Op1818
PP_2813,PP_2813,AE015451.2,,3208777,3209739,+,BNR domain protein,Function unknown,,Op1818
PP_2814,PP_2814,AE015451.2,,3209856,3210725,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1819
PP_2815,PP_2815,AE015451.2,,3210964,3212217,+,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1820
PP_2816,PP_2816,AE015451.2,,3212276,3212842,-,putative Transcriptional regulator NfxB,Transcription,,Op1821
PP_2817,mexC,AE015451.2,,3212934,3214070,+,Multidrug efflux RND membrane fusion protein MexC,Cell wall/membrane/envelope biogenesis,,Op1822
PP_2818,mexD,AE015451.2,,3214086,3217214,+,Multidrug efflux RND transporter MexD,Inorganic ion transport and metabolism,,Op1822
PP_2819,oprJ,AE015451.2,,3217211,3218617,+,Outer membrane protein OprJ,Cell wall/membrane/envelope biogenesis,,Op1822
PP_2820,nfxB,AE015451.2,,3218700,3219257,-,HTH-type transcriptional regulator nfxB,Transcription,,Op1823
PP_2821,PP_2821,AE015451.2,,3219435,3219839,-,conserved exported protein of unknown function,Inorganic ion transport and metabolism,,Op1824
PP_5539,PP_5539,AE015451.2,,3219851,3221011,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1824
PP_2823,PP_2823,AE015451.2,,3221041,3222693,-,Methyl-accepting chemotaxis transducer,Cell motility,,Op1824
PP_2824,PP_2824,AE015451.2,,3223253,3223933,-,Transcriptional regulator%2C TetR family,Transcription,,Op1825
PP_2825,PP_2825,AE015451.2,,3224003,3224470,-,putative Integrase,"Replication, recombination and repair",,Op1826
PP_2826,mexT,AE015451.2,,3224504,3225418,-,Transcriptional regulator MexT,Transcription,,Op1826
PP_2827,PP_2827,AE015451.2,,3225625,3226647,+,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,,Op1827
PP_2828,PP_2828,AE015451.2,,3227162,3228547,+,conserved protein of unknown function,No COG annotation,,Op1828
PP_2829,PP_2829,AE015451.2,,3228544,3229902,+,Transcriptional regulator%2C GntR family,Transcription,,Op1828
PP_2830,PP_2830,AE015451.2,,3230030,3231382,-,Major facilitator family transporter,Carbohydrate transport and metabolism,,Op1829
PP_2831,fucD,AE015451.2,,3231398,3232633,-,L-fuconate dehydratase,Cell wall/membrane/envelope biogenesis,,Op1829
PP_2832,GbpR,AE015451.2,,3232813,3233760,+,galactose-binding protein regulator,Transcription,,Op1830
PP_2833,PP_2833,AE015451.2,,3233788,3234759,+,Transcriptional regulator%2C LysR family,Transcription,,Op1830
PP_2834,PP_2834,AE015451.2,,3234906,3236447,+,Putative D-galactarate dehydratase/Altronate dehydratase,Carbohydrate transport and metabolism,,Op1831
PP_2835,PP_2835,AE015451.2,,3236507,3237541,+,putative oxidoreductase,Energy production and conversion,,Op1832
PP_2836,PP_2836,AE015451.2,,3237562,3238779,+,putative 2-keto-3-deoxyxylonate dehydratase,Energy production and conversion,,Op1832
PP_2837,PP_2837,AE015451.2,,3238870,3240180,+,putative uronate transporter,Carbohydrate transport and metabolism,,Op1833
PP_2838,PP_2838,AE015451.2,,3240305,3241954,+,conserved protein of unknown function,"Replication, recombination and repair",,Op1834
PP_2839,PP_2839,AE015451.2,,3241924,3244212,+,conserved protein of unknown function,Transcription,,Op1834
PP_2840,PP_2840,AE015451.2,,3244313,3245494,-,putative Membrane protein,Inorganic ion transport and metabolism,,Op1835
PP_2841,PP_2841,AE015451.2,,3245746,3246624,+,Site-specific recombinase%2C phage integrase family,"Replication, recombination and repair",,Op1836
PP_2842,ureD,AE015451.2,,3246902,3247735,+,urease accessory protein,"Translation, ribosomal structure and biogenesis",,Op1837
PP_2843,ureA,AE015451.2,,3247745,3248047,+,urease subunit gamma,Amino acid transport and metabolism,,Op1837
PP_2844,ureB,AE015451.2,,3248067,3248384,+,Urease subunit beta,Amino acid transport and metabolism,,Op1837
PP_2845,ureC,AE015451.2,,3248381,3250084,+,urease subunit alpha,Amino acid transport and metabolism,,Op1837
PP_2846,ureE,AE015451.2,,3250094,3250597,+,urease accessory protein,"Post-translational modification, protein turnover, and chaperones",,Op1837
PP_2847,ureJ,AE015451.2,,3250616,3251161,+,Urease accessory protein UreJ,"Post-translational modification, protein turnover, and chaperones",,Op1837
PP_2848,ureF,AE015451.2,,3251161,3251835,+,urease accessory protein,"Translation, ribosomal structure and biogenesis",,Op1837
PP_2849,ureG,AE015451.2,,3251847,3252470,+,urease accessory protein,Nucleotide transport and metabolism,,Op1837
PP_2851,PP_2851,AE015451.2,,3252713,3253441,-,conserved protein of unknown function,Function unknown,,Op1838
PP_2852,PP_2852,AE015451.2,,3253536,3255737,-,putative Sulfatase domain protein,Cell wall/membrane/envelope biogenesis,,Op1839
PP_2853,PP_2853,AE015451.2,,3255873,3257153,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1840
PP_2854,PP_2854,AE015451.2,,3257200,3257952,-,conserved exported protein of unknown function,No COG annotation,,Op1841
PP_2855,PP_2855,AE015451.2,,3257998,3258678,-,conserved exported protein of unknown function,Function unknown,,Op1842
PP_2856,PP_2856,AE015451.2,,3258740,3260191,-,conserved exported protein of unknown function,No COG annotation,,Op1843
PP_2857,PP_2857,AE015451.2,,3260241,3260819,-,conserved exported protein of unknown function,No COG annotation,,Op1844
PP_2858,PP_2858,AE015451.2,,3260821,3261258,-,conserved exported protein of unknown function,No COG annotation,,Op1844
PP_2859,PP_2859,AE015451.2,,3261556,3262125,-,conserved protein of unknown function,Coenzyme transport and metabolism,,Op1845
PP_2860,PP_2860,AE015451.2,,3262122,3262688,-,putative Nicotinamide mononucleotide transporter,Coenzyme transport and metabolism,,Op1845
PP_2861,PP_2861,AE015451.2,,3262912,3264546,-,Methyl-accepting chemotaxis transducer,Signal transduction mechanisms,,Op1846
PP_2862,uppP,AE015451.2,,3264844,3265677,+,Undecaprenyl-diphosphatase,Defense mechanisms,,Op1847
PP_2863,PP_2863,AE015451.2,,3265706,3266083,+,conserved membrane protein of unknown function,Transcription,,Op1847
PP_2864,PP_2864,AE015451.2,,3266142,3266513,-,conserved protein of unknown function,Function unknown,,Op1848
PP_2865,PP_2865,AE015451.2,,3266494,3267396,-,Transcriptional regulator%2C LysR family,Transcription,,Op1848
PP_2866,azoR1,AE015451.2,,3267530,3268141,+,FMN-dependent NADH-azoreductase 1,Energy production and conversion,,Op1849
PP_2867,PP_2867,AE015451.2,,3268210,3269412,-,Pyridine nucleotide-disulphide oxidoreductase family protein,Energy production and conversion,,Op1850
PP_2868,PP_2868,AE015451.2,,3269493,3270092,-,Transcriptional regulator%2C Cro/CI family,Transcription,,Op1851
PP_2869,PP_2869,AE015451.2,,3270132,3272084,-,Oxidoreductase%2C FMN-binding,Energy production and conversion,,Op1851
PP_2870,PP_2870,AE015451.2,,3272259,3273302,+,putative spermidine/putrescine-binding periplasmic protein,Amino acid transport and metabolism,,Op1852
PP_2871,PP_2871,AE015451.2,,3273325,3274080,+,Class II aldolase/adducin domain protein,Carbohydrate transport and metabolism,,Op1852
PP_2872,eamA,AE015451.2,,3274243,3275127,+,O-acetylserine/cysteine export transporter,Amino acid transport and metabolism,,Op1853
PP_2873,PP_2873,AE015451.2,,3275198,3275518,+,conserved protein of unknown function%2C UPF0145 family,Function unknown,,Op1854
PP_5540,PP_5540,AE015451.2,,3275657,3275845,+,conserved protein of unknown function,No COG annotation,,Op1855
PP_2874,PP_2874,AE015451.2,,3275987,3276298,+,conserved protein of unknown function,No COG annotation,,Op1856
PP_2875,PP_2875,AE015451.2,,3276345,3276695,-,conserved protein of unknown function,No COG annotation,,Op1857
PP_2876,ampC,AE015451.2,,3276978,3278120,-,Beta-lactamase,Defense mechanisms,,Op1858
PP_2877,yfeH,AE015451.2,,3278227,3279228,+,putative osmotic pressure-regulated transporter,Function unknown,,Op1859
PP_2878,PP_2878,AE015451.2,,3279251,3279433,+,conserved protein of unknown function,No COG annotation,,Op1859
PP_2879,PP_2879,AE015451.2,,3279486,3280079,-,conserved exported protein of unknown function,Function unknown,,Op1860
PP_2880,PP_2880,AE015451.2,,3280066,3280629,-,Transcriptional regulator%2C TetR family,Transcription,,Op1860
PP_2881,PP_2881,AE015451.2,,3280719,3281450,+,Oxidoreductase%2C short chain dehydrogenase/reductase family,Lipid transport and metabolism,,Op1861
PP_2882,PP_2882,AE015451.2,,3281479,3282093,+,putative 2-hydroxychromene-2-carboxylate isomerase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1861
PP_2883,PP_2883,AE015451.2,,3282066,3282365,-,conserved protein of unknown function,No COG annotation,,Op1862
PP_2884,PP_2884,AE015451.2,,3282368,3282913,-,XRE family transcriptional regulator,Transcription,,Op1862
PP_2885,PP_2885,AE015451.2,,3282995,3284224,-,putative Transporter,Amino acid transport and metabolism,,Op1863
PP_2886,PP_2886,AE015451.2,,3284282,3284815,-,putative Cytochrome b561,Energy production and conversion,,Op1864
PP_2887,PP_2887,AE015451.2,,3284812,3285864,-,Catalase-related peroxidase,Energy production and conversion,,Op1864
PP_2888,PP_2888,AE015451.2,,3285989,3286510,+,putative ECF sigma factor PrtI,Transcription,,Op1865
PP_2889,PP_2889,AE015451.2,,3286507,3287259,+,putative Transmembrane regulator PrtR,Transcription,,Op1865
PP_2890,xthA,AE015451.2,,3287300,3288112,-,exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI,"Replication, recombination and repair",,Op1866
PP_2891,PP_2891,AE015451.2,,3288248,3288925,+,Acetyltransferase%2C GNAT family,Transcription,,Op1867
PP_2892,PP_2892,AE015451.2,,3288969,3290720,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1868
PP_2893,PP_2893,AE015451.2,,3290717,3294391,+,conserved exported protein of unknown function,Function unknown,,Op1868
PP_2894,PP_2894,AE015451.2,,3294411,3294965,-,conserved protein of unknown function,Function unknown,,Op1869
PP_2895,PP_2895,AE015451.2,,3295041,3295685,-,conserved protein of unknown function,Function unknown,,Op1870
PP_2896,PP_2896,AE015451.2,,3295751,3296131,-,conserved protein of unknown function,Function unknown,,Op1871
PP_2898,PP_2898,AE015451.2,,3296383,3296874,-,conserved exported protein of unknown function,No COG annotation,,Op1872
PP_2899,PP_2899,AE015451.2,,3296993,3297181,+,conserved exported protein of unknown function,No COG annotation,,Op1873
PP_2900,PP_2900,AE015451.2,,3297218,3297592,-,conserved protein of unknown function,Inorganic ion transport and metabolism,,Op1874
PP_2901,pvdQ,AE015451.2,,3297784,3300102,+,Acyl-homoserine lactone acylase,Function unknown,,Op1875
PP_2902,lpxH,AE015451.2,,3300184,3300906,-,UDP-2%2C3-diacylglucosamine hydrolase,Function unknown,,Op1876
PP_2903,ppiB,AE015451.2,,3300903,3301403,-,peptidyl-prolyl cis-trans isomerase B (rotamase B),"Post-translational modification, protein turnover, and chaperones",,Op1876
PP_2904,glnS,AE015451.2,,3301652,3303355,+,Glutamine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op1877
PP_2905,cysS,AE015451.2,,3303365,3304747,+,Cysteine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op1877
PP_2906,PP_2906,AE015451.2,,3304779,3306170,-,Sensor histidine kinase,Signal transduction mechanisms,,Op1878
PP_2907,PP_2907,AE015451.2,,3306148,3306828,-,DNA-binding response regulator,Transcription,,Op1879
PP_2908,csiR,AE015451.2,,3306903,3307598,-,DNA-binding transcriptional repressor,Transcription,,Op1880
PP_2909,csiD,AE015451.2,,3307794,3308771,+,carbon starvation induced protein,Energy production and conversion,,Op1881
PP_2910,lhgO,AE015451.2,,3308886,3310136,+,L-2-hydroxyglutarate oxidase,Function unknown,,Op1882
PP_2911,gabP-III,AE015451.2,,3310287,3311678,+,gamma-aminobutyrate permease,Amino acid transport and metabolism,,Op1883
PP_2912,PP_2912,AE015451.2,,3311766,3312659,+,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",,Op1884
PP_2913,hemB,AE015451.2,,3312821,3313795,+,5-aminolevulinate dehydratase,Coenzyme transport and metabolism,,Op1885
PP_2914,proP,AE015451.2,,3313954,3315456,+,osmosensory proline/betaine/H+ permease,Amino acid transport and metabolism,,Op1886
PP_2915,PP_2915,AE015451.2,,3315457,3316158,-,conserved membrane protein of unknown function,Function unknown,,Op1887
PP_2916,ribC,AE015451.2,,3316168,3316797,-,riboflavin synthase,Coenzyme transport and metabolism,,Op1887
PP_2918,treSA,AE015451.2,,3316970,3319036,-,trehalose synthase A,Carbohydrate transport and metabolism,,Op1888
PP_2919,PP_2919,AE015451.2,,3319228,3320145,-,Transcriptional regulator%2C LysR family,Transcription,,Op1889
PP_2920,ybgL,AE015451.2,,3320266,3321024,+,putative nitrogen-containing compound degradation enzyme,Function unknown,,Op1890
PP_2921,PP_2921,AE015451.2,,3321063,3322004,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op1890
PP_2922,PP_2922,AE015451.2,,3322001,3322972,+,Urea amidolyase-related protein,Amino acid transport and metabolism,,Op1890
PP_2923,PP_2923,AE015451.2,,3323035,3323892,-,conserved protein of unknown function,"Replication, recombination and repair",,Op1891
PP_2924,PP_2924,AE015451.2,,3323883,3325133,-,conserved protein of unknown function,Function unknown,,Op1891
PP_2925,mqo-III,AE015451.2,,3325248,3326867,+,malate:quinone oxidoreductase,Energy production and conversion,,Op1892
PP_2926,udg,AE015451.2,,3326877,3328205,-,UDP-glucose 6-dehydrogenase,Energy production and conversion,,Op1893
PP_2927,PP_2927,AE015451.2,,3328450,3329496,+,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1894
PP_2928,PP_2928,AE015451.2,,3329627,3330871,-,Saccharopine dehydrogenase,Amino acid transport and metabolism,,Op1895
PP_2929,nspC,AE015451.2,,3330904,3332001,-,Carboxynorspermidine/carboxyspermidine decarboxylase,Coenzyme transport and metabolism,,Op1895
PP_2930,PP_2930,AE015451.2,,3332187,3333104,-,putative L-serine dehydratase,Amino acid transport and metabolism,,Op1896
PP_2931,PP_2931,AE015451.2,,3333101,3333805,-,conserved protein of unknown function,Function unknown,,Op1896
PP_2932,PP_2932,AE015451.2,,3333858,3335561,-,Amidase family protein,"Translation, ribosomal structure and biogenesis",,Op1897
PP_2933,yghU,AE015451.2,,3335753,3336595,-,GSH-dependent disulfide bond oxidoreductase,"Post-translational modification, protein turnover, and chaperones",,Op1898
PP_2934,PP_2934,AE015451.2,,3336797,3337843,+,conserved exported protein of unknown function,Function unknown,,Op1899
PP_2935,PP_2935,AE015451.2,,3337805,3338998,-,conserved membrane protein of unknown function,Amino acid transport and metabolism,,Op1900
PP_2936,ybiT,AE015451.2,,3339241,3340827,-,putative ATP-binding component of a transport system,Function unknown,,Op1901
PP_2937,PP_2937,AE015451.2,,3340860,3341279,-,putative Integrase,"Replication, recombination and repair",,Op1901
PP_2938,PP_2938,AE015451.2,,3341455,3342141,-,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op1902
PP_2939,yoeB,AE015451.2,,3342448,3342702,-,toxin of the YefM-YoeB antitoxin/toxin complex and DNA-binding transcriptional repressor,Function unknown,,Op1903
PP_2940,yefM,AE015451.2,,3342722,3343006,-,antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor,"Cell cycle control, cell division, chromosome partitioning",,Op1903
PP_5541,PP_5541,AE015451.2,,3343598,3343927,+,conserved protein of unknown function,No COG annotation,,Op1904
PP_5542,PP_5542,AE015451.2,,3344002,3344271,+,protein of unknown function,No COG annotation,,Op1905
PP_2941,PP_2941,AE015451.2,,3344343,3345128,-,conserved protein of unknown function,Function unknown,,Op1906
PP_2942,PP_2942,AE015451.2,,3345129,3346499,-,Response regulator,Signal transduction mechanisms,,Op1906
PP_2943,PP_2943,AE015451.2,,3346698,3347696,+,putative Cytochrome c551 peroxidase,Energy production and conversion,,Op1907
PP_2944,PP_2944,AE015451.2,,3347693,3349507,+,Sensor histidine kinase,Signal transduction mechanisms,,Op1907
PP_2945,PP_2945,AE015451.2,,3349504,3350907,+,putative sensor histidine kinase/response regulator,Signal transduction mechanisms,,Op1907
PP_2946,arfB,AE015451.2,,3351065,3351478,+,peptidyl-tRNA hydrolase%2C ribosome rescue factor,"Translation, ribosomal structure and biogenesis",,Op1908
PP_2947,PP_2947,AE015451.2,,3351739,3352110,+,putative Transcriptional regulator MvaT%2C P16 subunit,Function unknown,,Op1909
PP_2948,PP_2948,AE015451.2,,3352252,3353634,-,Transcriptional regulator%2C GntR family,Transcription,,Op1910
PP_2949,PP_2949,AE015451.2,,3353756,3354622,+,putative permease,Amino acid transport and metabolism,,Op1911
PP_2950,PP_2950,AE015451.2,,3354735,3355211,-,conserved protein of unknown function,Function unknown,,Op1912
PP_2951,PP_2951,AE015451.2,,3355265,3355831,-,Transcriptional regulator%2C TetR family,Transcription,,Op1913
PP_2952,PP_2952,AE015451.2,,3355957,3356847,-,Transcriptional regulator%2C LysR family,Transcription,,Op1914
PP_2953,PP_2953,AE015451.2,,3356953,3357960,+,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,,Op1915
PP_2954,PP_2954,AE015451.2,,3358075,3358461,+,conserved protein of unknown function,Function unknown,,Op1916
PP_5543,PP_5543,AE015451.2,,3358571,3358714,-,protein of unknown function,No COG annotation,,Op1917
PP_2955,PP_2955,AE015451.2,,3358771,3359682,-,Magnesium/cobalt transporter%2C CorA family,Inorganic ion transport and metabolism,,Op1918
PP_2956,PP_2956,AE015451.2,,3359686,3361266,-,Ribosomal protein S6 modification protein-related protein,Coenzyme transport and metabolism,,Op1918
PP_2957,PP_2957,AE015451.2,,3361361,3362455,+,Acetyltransferase%2C GNAT family,Transcription,,Op1919
PP_2958,grx,AE015451.2,,3362547,3362801,-,Glutaredoxin,"Post-translational modification, protein turnover, and chaperones",,Op1920
PP_2959,PP_2959,AE015451.2,,3362815,3363333,-,Alkylhydroperoxidase AhpD domain protein,"Post-translational modification, protein turnover, and chaperones",,Op1920
PP_2960,PP_2960,AE015451.2,,3363463,3364284,+,transcriptional regulator%2C AraC family,Transcription,,Op1921
PP_2961,PP_2961,AE015451.2,,3364347,3365225,-,Transcriptional regulator%2C LysR family,Transcription,,Op1922
